Código;Descrição;PGV;Empresa;Tipo Marca;Linha Marca;Embalagem;Marca;Vasilhame;Garrrafeira;ICMS;Tipo Roadshow;Peso Bruto Kg;Fator;Fator Hecto;Fator Hecto Comercial;Ind Palmtop;Grupo;Grupo Remuneração;EAN;Tab ICMS;Caixas Pallet;Nr Fator Conversão;Lastro;Fam. Embalagem SIV;Pauta PIS Litro;Pauta COFINS Litro;Caixas Pallet 1;Capacidade 1;Fat Ajust 1;Caixas Pallet 2;Capacidade 2;Fat Ajust 2;Caixas Pallet 3;Capacidade 3;Fat Ajust 3;Ordem de Carga;Estoque Minímo Puxada;Código Produto SAP;Vasilhame Fictício;NCM;Apura Royalties;Tipo Produto Royalties;CEST;EAN Trib;Código Unitário;Descrição unitária;Subtipo
0000112;BRAHMA GUARANA PET 2,25L CAIXA C/6;004655;  ;002 - REFRIGERANTE;009;027 - PET 2,25;00014;000000;000000;10;   ;0014,900;006;00,135000;00,135000;N;000;000;;000;0000;000,00;;00076;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00007024;BRAHMA GUARANA PET 2,25L                                          ;004
0000113;BRAHMA GUARANA PET 1L CAIXA C/12;001131;  ;002 - REFRIGERANTE;009;024 - PET 1;00014;000000;000000;10;   ;0013,060;012;00,120000;00,120000;N;000;000;7891149100330 ;000;0000;000,00;;00026;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7891149401208 ;00007023;BRAHMA GUARANA PET 1L                                             ;004
0000115;BRAHMA GUARANA DIET PET 2L CAIXA C/6;001156;  ;002 - REFRIGERANTE;009;025 - PET 2;00025;000000;000000;10;   ;0008,600;006;00,120000;16,000000;N;000;000;;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00007058;BRAHMA GUARANA DIET PET 2L                                        ;004
0000116;BRAHMA GUARANA DIET PET 1L CAIXA C/12;001164;  ;002 - REFRIGERANTE;009;024 - PET 1;00025;000000;000000;10;   ;0013,060;012;00,120000;00,120000;N;000;000;;000;0000;000,00;;00026;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7891149411207 ;00007059;BRAHMA GUARANA DIET PET 1L                                        ;004
0000117;BRAHMA GUARANA DIET 330ML;001172;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00025;043260;030487;10;   ;0008,688;012;00,039600;00,039600;N;000;000;7891149411306 ;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7891149411306 ;00000117;BRAHMA GUARANA DIET 330ML                                         ;004
0000119;DIET TEEM LATA 350ML BANDEJA C/24;075150;  ;002 - REFRIGERANTE;002;032 - LATA 355;00121;000000;000000;10;   ;0008,940;024;00,084000;00,084000;N;000;000;;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840806583 ;00000118;DIET TEEM LATA 350 ML                                             ;004
0000120;BRAHMA GUARANA DIET ONE WAY 250ML BANDEJA C/24;001206;  ;002 - REFRIGERANTE;009;021 - ONE-WAY 250;00025;000000;000000;10;   ;0003,100;024;00,060000;00,060000;N;000;000;;000;0000;000,00;;00007;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00007057;BRAHMA GUARANA DIET ONE WAY 250ML                                 ;004
0000125;MIST. SUBST. ODORIF. E4/FG-100 BOMBONA 5L KIT C/3;001255;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00048;000000;000000;10;   ;0001,050;001;00,150000;00,450000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000125;MIST. SUBST. ODORIF. E4/FG-100 BOMBONA 5L KIT C/3                 ;005
0000126;KAS GUARANA ORIGINAL 284ML;001263;  ;002 - REFRIGERANTE;002;017 - GARRAFA MEIA;00122;000000;031559;10;   ;0007,800;012;00,034080;00,034080;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000126;KAS GUARANA ORIGINAL 284ML                                        ;004
0000127;KAS GUARANA MARACUJA 284ML;001271;  ;002 - REFRIGERANTE;002;017 - GARRAFA MEIA;00125;000000;031559;10;   ;0000,650;012;00,034080;00,034080;N;000;000;789284080463  ;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080463  ;00000127;KAS GUARANA MARACUJA 284ML                                        ;004
0000132;BRAHMA LIGHT LONG NECK 355ML SIX-PACK CAIXA C/4 NOVA BL;001321;GE;001 - CERVEJA;001;020 - LONG-NECK;00026;000000;000000;60;   ;0013,590;024;00,085200;00,085200; ;011;001;7891149060375 ;002;0000;000,00;;00006;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00071;0000000;000000000;000000; 022030000;S;3;0302100;7891149060306 ;00000242;BRAHMA LIGHT LONG NECK 355ML NOVA BL                              ;001
0000133;MIST. SUBST. ODORIF. E4/FG-200 BOMBONA 5L KIT C/6;001339;  ;003 - CONCENTRADO;002;005 - BOMBONA 5L;00049;000000;000000;10;   ;0001,050;001;00,300000;00,300000;N;000;000;;000;0000;000,00;;00023;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 021069010;N;0;0000000;              ;00000133;MIST. SUBST. ODORIF. E4/FG-200 BOMBONA 5L KIT C/6                 ;005
0000135;KAS GUARANA ORIGINAL 600ML;001354;  ;002 - REFRIGERANTE;002;018 - GARRAFA INTEIRA;00122;000000;000000;10;   ;0000,685;012;00,072000;00,072000;N;000;000;7892840803773 ;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840803773 ;00000135;KAS GUARANA ORIGINAL 600ML                                        ;004
0000136;KAS GUARANA MARACUJA PET 600ML CAIXA C/24;074104;  ;002 - REFRIGERANTE;002;029 - PET 600;00125;000000;000000;10;   ;0015,630;024;00,144000;00,144000;N;000;000;789284080475  ;000;0000;000,00;;00008;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080477  ;00000131;KAS GUARANA MARACUJA PET 600ML                                    ;004
0000138;KAS GUARANA MARACUJA PET 2L CAIXA C/6;001388;  ;002 - REFRIGERANTE;002;025 - PET 2;00125;000000;000000;10;   ;0012,720;006;00,120000;00,120000;N;000;000;789284080474  ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080451  ;00000137;KAS GUARANA MARACUJA PET 2L                                       ;004
0000142;KAS GUARANA MARACUJA LATA 350ML BANDEJA C/24;001420;  ;002 - REFRIGERANTE;002;032 - LATA 355;00125;000000;000000;10;   ;0009,270;024;00,084000;00,084000;N;000;000;;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000139;KAS GUARANA MARACUJA LATA 350 ML                                  ;004
0000143;KAS GUARANA ORIGINAL PET 2L CAIXA C/6;001438;  ;002 - REFRIGERANTE;002;025 - PET 2;00122;000000;000000;10;   ;0012,890;006;00,120000;00,120000;N;000;000;7892840803742 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840803513 ;00000140;KAS GUARANA ORIGINAL PET 2L                                       ;004
0000144;KAS GUARANA ACEROLA 284ML;001446;  ;002 - REFRIGERANTE;002;017 - GARRAFA MEIA;00124;000000;031559;10;   ;0000,008;012;00,034080;00,034080;N;000;000;789284080563  ;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080563  ;00000144;KAS GUARANA ACEROLA 284ML                                         ;004
0000148;KAS GUARANA ACEROLA PET 600ML CAIXA C/24;074096;  ;002 - REFRIGERANTE;002;029 - PET 600;00124;000000;000000;10;   ;0015,630;024;00,144000;00,144000;N;000;000;789284080575  ;000;0000;000,00;;00008;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080577  ;00000147;KAS GUARANA ACEROLA PET 600ML                                     ;004
0000150;KAS GUARANA ORIGINAL LATA 350ML BANDEJA C/24;001503;  ;002 - REFRIGERANTE;002;032 - LATA 355;00122;000000;000000;10;   ;0009,280;024;00,084000;00,084000;N;000;000;7892840803711 ;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840803582 ;00000145;KAS GUARANA ORIGINAL LATA 350 ML                                  ;004
0000151;SPORT SODA 200ML;001511;  ;002 - REFRIGERANTE;004;001 - GARRAFA;00072;000000;030487;10;   ;0002,400;012;00,024000;00,024000;N;000;000;;000;0000;000,00;;00036;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000151;SPORT SODA 200ML                                                  ;004
0000153;GUARANA GUANABARA 290ML;001537;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00064;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000153;GUARANA GUANABARA 290ML                                           ;004
0000154;GUARANA RIOCO RIO 290ML;001545;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00065;000000;000000;10;   ;0004,660;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000154;GUARANA RIOCO RIO 290ML                                           ;004
0000155;GUARANA RIO 290ML;001552;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00066;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000155;GUARANA RIO 290ML                                                 ;004
0000156;GUARANA HANSEATICA 290ML;001560;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00067;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000156;GUARANA HANSEATICA 290ML                                          ;004
0000157;GUARANA DK 290ML;001578;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00068;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000157;GUARANA DK 290ML                                                  ;004
0000158;GUARANA CONTINENTAL 290ML;001586;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00069;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000158;GUARANA CONTINENTAL 290ML                                         ;004
0000159;GUARANA ABC 290ML;001594;  ;002 - REFRIGERANTE;009;017 - GARRAFA MEIA;00070;000000;000000;10;   ;0004,166;012;00,034800;00,034800;N;000;000;;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000159;GUARANA ABC 290ML                                                 ;004
0000160;CEBRASA 600ML;001602;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00095;027983;030486;10;   ;0014,480;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000160;CEBRASA 600ML                                                     ;001
0000164;KAS GUARANA PESSEGO 284ML;001644;  ;002 - REFRIGERANTE;002;017 - GARRAFA MEIA;00123;000000;031559;10;   ;0000,650;012;00,034080;00,034080;N;000;000;789284080507  ;000;0000;000,00;;00002;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080507  ;00000164;KAS GUARANA PESSEGO 284ML                                         ;004
0000166;KAS GUARANA ACEROLA PET 2L CAIXA C/6;001669;  ;002 - REFRIGERANTE;002;025 - PET 2;00124;000000;000000;10;   ;0012,720;006;00,120000;00,120000;N;000;000;789284080574  ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080551  ;00000163;KAS GUARANA ACEROLA PET 2L                                        ;004
0000169;KAS GUARANA ACEROLA LATA 350ML BANDEJA C/24;001693;  ;002 - REFRIGERANTE;002;032 - LATA 355;00124;000000;000000;10;   ;0009,270;024;00,084000;00,084000;N;000;000;;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000167;KAS GUARANA ACEROLA LATA 350 ML                                   ;004
0000170;SEVEN UP PET 2L CAIXA C/8;000786;  ;002 - REFRIGERANTE;002;025 - PET 2;00118;000000;000000;10;   ;0017,210;008;00,160000;00,160000;N;000;000;7892840802189 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;S;4;0301000;7892840802011 ;00007177;SEVEN UP PET 2L                                                   ;004
0000173;DIET SEVEN UP PET 2L CAIXA C/8;009514;  ;002 - REFRIGERANTE;002;025 - PET 2;00120;000000;000000;10;   ;0016,550;008;00,160000;00,160000;N;000;000;7892840804183 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0301000;7892840804015 ;00007169;DIET SEVEN UP PET 2L                                              ;004
0000175;MIRINDA LARANJA PET 2L CAIXA C/8;009597;  ;002 - REFRIGERANTE;002;025 - PET 2;00020;000000;000000;10;   ;0016,950;008;00,160000;00,160000;N;000;000;7892840801182 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840801014 ;00007172;MIRINDA LARANJA PET 2L                                            ;004
0000176;MIRINDA UVA PET 2L CAIXA C/8;009944;  ;002 - REFRIGERANTE;002;025 - PET 2;00119;000000;000000;10;   ;0017,310;008;00,160000;00,160000;N;000;000;7892840803186 ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;7892840803018 ;00007174;MIRINDA UVA PET 2L                                                ;004
0000178;KAS GUARANA PESSEGO PET 2L CAIXA C/6;001784;  ;002 - REFRIGERANTE;002;025 - PET 2;00123;000000;000000;10;   ;0012,720;006;00,120000;00,120000;N;000;000;789284080524  ;000;0000;000,00;;00027;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;789284080501  ;00000174;KAS GUARANA PESSEGO PET 2L                                        ;004
0000180;KAS GUARANA PESSEGO LATA 350ML CAIXA C/24;002709;  ;002 - REFRIGERANTE;002;032 - LATA 355;00123;000000;000000;10;   ;0009,500;024;00,084000;00,084000;N;000;000;;000;0000;000,00;;00005;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022021000;N;0;0000000;              ;00000179;KAS GUARANA PESSEGO LATA 350 ML                                   ;004
0000182;FIDALGA 600ML;001826;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00079;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;7891149106776 ;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000053201;000000; 022030000;S;3;0000000;7891149106776 ;00000182;FIDALGA 600ML                                                     ;001
0000183;TEUTONIA 600ML;001834;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00080;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000183;TEUTONIA 600ML                                                    ;001
0000184;YPIRANGA 600ML;001842;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00081;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000184;YPIRANGA 600ML                                                    ;001
0000185;HANSEATICA 600ML;001859;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00082;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000185;HANSEATICA 600ML                                                  ;001
0000186;GUARANY 600ML;001867;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00083;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000186;GUARANY 600ML                                                     ;001
0000187;GUANABARA 600ML;001875;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00084;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000187;GUANABARA 600ML                                                   ;001
0000188;GAMBRINUS 600ML;001883;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00085;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000188;GAMBRINUS 600ML                                                   ;001
0000189;DK 600ML;001891;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00086;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000189;DK 600ML                                                          ;001
0000190;CONTINENTAL 600ML;001909;  ;001 - CERVEJA;001;018 - GARRAFA INTEIRA;00087;000000;000000;10;   ;0013,500;012;00,072000;00,072000;N;000;000;;000;0000;000,00;;00001;00000,0000;00000,0000;000;0000;00,000;000;0000;00,000;000;0000;00,000;00000;0000000;000000000;000000; 022030000;N;0;0000000;              ;00000190;CONTINENTAL 600ML                                                 ;001
